,state,feature_id,dam_name,stream_name,watershed_huc2,region,latitude,longitude,StrOrder,TotDA.SqKm,AvgAnnualQ.CS,dam_length_m,Removal_year,Built_year,DamPurpose,DamMaterial,DamMaterialCat,dam_height_m,HtCategory,number_removed_project,project_identifier,multi_dam_flag,DR_Cost,RemovalReason,SedimentManagement,ContaminatedSediment,MitigationDrivers,PostRemovalDrivers,TOTAL_DRIVERS,SD_score,MD_score,PR_score,Tot_Drivers,CostEst_StAdj
185,MA,4e2abc25-ce27-43cf-8ad7-da58c36520a8,Billington Street Dam,Town Brook,New England Region,Northeast,41.95075,-70.6731,1,23.9553,0.467199659,NA,2002,NA,unknown,earth,1,2.4,less than 5,1,NA,0,501282,Restoration,NA,NA,NA,Revegetation,1,0,0,1,1,470501.5263
186,MA,6837adf8-dfc8-4cf6-9d37-304bb4024cc8,Balmoral Dam,Shawsheen,New England Region,Northeast,42.67238856,-71.14942941,4,186.9489,3.209346488,16,2017,1911,power,concrete,3,1.8,less than 5,1,NA,0,294348,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,276274
187,MA,c9acabda-33f6-4e9e-a107-5534f58b4bea,Robbins Dike Dam,Red Brook,New England Region,Northeast,41.766446,-70.63512,NA,NA,NA,NA,2006,NA,"recreation and resource management, water supply",earth,1,1.5,less than 5,1,NA,0,59374,Restoration,NA,NA,NA,NA,0,0,0,0,0,55728.22807
188,MA,7587494a-98f0-4bf7-bcd2-1674218bccc2,Tack Factory Dam,Third Herring Brook,New England Region,Northeast,42.1227,-70.9082,NA,NA,NA,NA,2016,1890,power,"concrete, earth, masonry",2,3,less than 5,1,NA,0,507515,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,476351.7982
189,MA,0ecc86d2-c029-47b8-9726-24c8aa70f96b,Curtis Pond Dam ,Boston Brook,New England Region,Northeast,42.61826,-71.0039,2,27.0666,0.469096887,23,2012,NA,unknown,concrete,3,3.7,less than 5,1,NA,0,361665,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,339457.5
190,MA,51ec3d7e-00b5-4002-b006-84d481f7ddfe,Peterson Pond Dam ,Third Herring Brook,New England Region,Northeast,42.1437,-70.8376,1,6.0768,0.10363966,76,2020,NA,"power, water supply","earth, masonry",2,3,less than 5,1,NA,0,347000,Restoration,NA,NA,NA,NA,0,0,0,0,0,325692.9825
191,MA,e3075ea6-5157-467b-a0ec-3e80632da8bb,Wellingsly Dam #3,Wellingsly Brook,New England Region,Northeast,41.94896,-70.6534,NA,NA,NA,NA,2012,NA,unknown,concrete,3,1.5,less than 5,3,WB001,1,36166,Restoration,NA,NA,NA,NA,0,0,0,0,0,33945.2807
192,MA,9d8d6739-ca2a-4e1b-ade3-887a70c40691,Wellingsly Dam #1,Wellingsly Brook,New England Region,Northeast,41.94896,-70.6534,NA,NA,NA,NA,2012,NA,unknown,concrete,3,1.5,less than 5,3,WB001,0,36166,Restoration,NA,NA,NA,NA,0,0,0,0,0,33945.2807
193,MD,3e1c339e-a858-4915-b65f-045b808d9d34,Union Dam,Patapsco River,Mid Atlantic Region,Northeast,39.29455,-76.78,5,753.0939,9.856641371,75,2010,1900,power,concrete,3,7.3,between 5 and 10,1,NA,0,1985093,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,2145504.556
194,MD,54170596-f182-4247-ba78-5d81d21fd7ca,Pittsburgh Plate & Glass Dam,Potomac River,Mid Atlantic Region,Northeast,39.58024,-78.7444,5,2544.9822,38.18892105,55.5,2007,NA,water supply,masonry,3,3,less than 5,1,NA,0,138489,"Safety,Restoration",NA,NA,BankProtection,NA,1,0,1,0,1,149680.0303
195,MD,cae85965-9015-424a-8df5-28486df38329,Bloede Dam,Patapsco River,Mid Atlantic Region,Northeast,39.247043,-76.761174,5,785.3616,10.26165723,45.5,2018,1906,power,concrete,3,10.4,greater than 10,1,NA,0,18839569,"Safety,Restoration,Economic",ErosionControl,0,Roads,"Revegetation,EcologicalMonitoring,Utility.Relocation",6,1,1,3,5,20361958.41
196,MD,d9f026e5-c65d-447e-9ed4-3523d7b439d0,Simkins Dam,Patapsco River,Mid Atlantic Region,Northeast,39.2527,-76.7683,5,779.1759,10.18593798,NA,2010,1900,water supply,concrete,3,3,less than 5,1,NA,0,1086703,Restoration,ErosionControl,NA,NA,NA,1,1,0,0,1,1174517.384
197,MD,ddd0d92e-dd16-40e4-8e49-0e0244fbb9cb,Raven Rock Dam,Potomac River,Mid Atlantic Region,Northeast,39.66509,-77.5422,2,9.3906,0.1569886,NA,2007,NA,water supply,masonry,3,2,less than 5,1,NA,0,176382,Restoration,NA,NA,NA,NA,0,0,0,0,0,190635.0909
198,MD,8e3d72a4-abb9-41c5-8737-f4191106ce95,White Hall Dam,Little Falls,Mid Atlantic Region,Northeast,39.62059,-76.6297,4,120.2877,1.736332424,26.5,2011,NA,unknown,concrete,3,NA,less than 5,1,NA,0,351120,Restoration,NA,NA,NA,NA,0,0,0,0,0,379493.3333
199,ME,489f4d84-64e9-4f9f-b61b-85a704e7178b,Wight's Pond Dam,Bagaduce,New England Region,Northeast,44.451089,-68.674154,2,26.4609,0.520237113,13.3,2017,NA,recreation and resource management,concrete,3,0.9,less than 5,1,NA,0,168042,"Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,179804.94
200,ME,06487d5f-85bf-480f-9187-db5bf4e15207,Sennebec Dam,St. George River,New England Region,Northeast,44.2367,-69.2782,4,293.0643,5.728583099,31.3,2002,NA,power,unknown,,4.6,less than 5,1,NA,0,492168,Restoration,NA,NA,RiverHabFeature,NA,1,0,1,0,1,526619.76
201,ME,c43af805-aa72-441d-92d8-5f9d1c39301d,Edwards Dam,Kennebec River,New England Region,Northeast,44.3249,-69.7697,6,14250.8034,267.1955313,NA,1999,1837,power,wood,1,11.9,greater than 10,1,NA,0,5785204,"Restoration,Economic",NA,NA,"CofferDam,Roads",NA,2,0,2,0,2,6190168.28
202,ME,c2cd0f37-cde6-446a-b9f9-8b0f3ce6c407,Unnamed Dam,Royal River,New England Region,Northeast,43.80532,-70.1885,4,365.2227,7.057266194,32,2012,NA,"power, water supply","concrete, masonry",3,NA,unknown,2,RR003,0,6028,Restoration,NA,NA,NA,NA,0,0,0,0,0,6449.96
203,ME,a9f0a416-0705-425b-9b32-62bfec784627,Columbia Falls Dam,Pleasant River,New England Region,Northeast,44.65311,-67.7273,4,257.4,5.71249913,41,1988,NA,power,unknown,,2.7,less than 5,1,NA,0,78287,"Restoration,Economic",ErosionControl,NA,NA,NA,1,1,0,0,1,83767.09
204,ME,af52c727-03a1-4c87-8e85-160ed4f8d157,Martin Brook Upper Dam,Martin Brook,New England Region,Northeast,47.34529,-68.3315,1,5.8437,0.086168165,42.3,2010,NA,unknown,concrete,3,NA,unknown,1,NA,0,153417,Restoration,NA,NA,NA,Revegetation,1,0,0,1,1,164156.19
205,ME,c80964d2-9725-40fc-aebb-4894382102f2,Coopers Mill Dam ,Sheepscot River,New England Region,Northeast,44.258735,-69.550582,3,210.9366,3.799271362,26.5,2018,1804,power,"concrete, masonry",3,6.1,between 5 and 10,1,NA,0,596762,"Safety,Restoration",NA,NA,"WaterSupply,Bridges","Fish.Passage,Public.Interpr.Facility,Other",5,0,2,3,5,638535.34
206,ME,60df7d71-f79a-4070-8337-302b7b8a3a3d,Shoreys Brook Dam,Shoreys Brook,New England Region,Northeast,43.18125,-70.8189,2,5.7465,0.098117875,NA,2011,NA,unknown,unknown,,5.5,between 5 and 10,1,NA,0,218404,Restoration,NA,NA,NA,NA,0,0,0,0,0,233692.28
207,ME,7f6d1a9f-1cb5-4a70-8cc6-35ac238a6188,Great Works Dam,Penobscot River,New England Region,Northeast,44.92046,-68.63275,7,19157.1102,349.620521,NA,2012,1830,power,concrete,3,5.8,between 5 and 10,2,PC002,0,27789470,Restoration,NA,NA,NA,NA,0,0,0,0,0,29734732.9
208,ME,cea1fad5-0067-4ac2-b8b6-f5d4dd185726,Smelt Hill Dam,Presumpscot River,New England Region,Northeast,43.7183,-70.2693,5,1670.5899,32.95497664,80.5,2002,1890,power,"concrete, wood",2,4.6,less than 5,1,NA,0,2072573,"Restoration,Economic",NA,0,"RiverHabFeature,BankProtection","Revegetation,EcologicalMonitoring,Fish.Passage,Access.Roads",7,0,2,4,6,2217653.11
209,ME,e9beef15-f99f-463b-99a5-ad3302e7bc4d,Brownville Dam,Pleasant River,New England Region,Northeast,45.30642,-69.0344,5,822.0303,18.53009161,73,1999,NA,unknown,unknown,,3.7,less than 5,1,NA,0,155602,NA,NA,NA,NA,NA,0,0,0,0,0,166494.14
210,ME,8acc9dd5-e9ef-4e3d-badc-996cabd96e24,Masse Dam,Outlet Stream,New England Region,Northeast,44.451939,-69.606951,2,89.0856,1.603243243,20.3,2017,NA,power,concrete,3,5.2,between 5 and 10,1,NA,0,494242,Restoration,NA,NA,NA,NA,0,0,0,0,0,528838.94
211,ME,05d7fcf8-cc73-4e67-aec3-f7f403bc6fcd,Veazie Dam,Penobscot River,New England Region,Northeast,44.832393,-68.700149,7,20100.2409,365.0464349,NA,2013,1913,power,concrete,3,9.8,between 5 and 10,2,PC002,1,46954621,Restoration,NA,NA,NA,NA,0,0,0,0,0,50241444.47
212,ME,de75d182-4f82-437b-b2cb-ff9aa4468b6e,Madison Electric Dam,Sandy River,New England Region,Northeast,44.73133,-69.8981,4,1496.2653,32.61432497,134,2006,NA,power,masonry,3,NA,unknown,1,NA,0,724074,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,774759.18
213,ME,1312589a-a71a-4bfe-956b-d5a79680b3d1,Lower Montsweag Dam,Montsweag Brook,New England Region,Northeast,43.96861,-69.7202,3,28.6731,0.552291784,70.7,2010,NA,water supply,unknown,,10.7,greater than 10,1,NA,0,1036366,Restoration,NA,NA,NA,"Revegetation,EcologicalMonitoring",2,0,0,2,2,1108911.62
214,ME,2c89e360-19ff-4c53-a4c3-9521da143266,Randall Mill Dam,Chandler Brook (Royal River Trib),New England Region,Northeast,43.92972,-70.191,3,45.3069,0.884703251,17,2013,NA,power,concrete,3,3,less than 5,2,RR003,0,23320,Restoration,NA,NA,NA,NA,0,0,0,0,0,24952.4
215,ME,c69b51b7-c861-4dd2-9f3a-122c4919203e,Archer's Mill Dam,Stetson Stream,New England Region,Northeast,44.88763,-69.1379,2,38.2347,0.65219362,11.5,1999,NA,power,unknown,,3.7,less than 5,1,NA,0,25934,Restoration,Sed removal,NA,NA,NA,1,1,0,0,1,27749.38
216,ME,be7e870a-ae0a-4a93-9105-347ddd87b410,West Winterport Dam,Marsh Stream,New England Region,Northeast,44.618486,-68.957988,4,264.4209,4.740919792,32.7,2010,NA,power,unknown,,4.9,less than 5,1,NA,0,319619,"Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,341992.33
217,ME,e7c2b85f-5122-496b-8a97-80ec242fcb73,Head Tide Dam ,Sheepscot River,New England Region,Northeast,44.114923,-69.623028,4,424.6218,7.611341939,28.5,2019,NA,power,"cement, concrete",3,4.6,less than 5,1,NA,0,520323,Restoration,NA,NA,Other,Public.Interpr.Facility,2,0,1,1,2,556745.61
218,ME,1565f82a-0e37-49cb-ba99-3be1b6ae139a,Grist Mill Dam,Souadabscook Stream,New England Region,Northeast,44.74865,-68.8329,4,848.3058,8.130587962,15,1998,NA,power,"concrete, earth, masonry",2,4.3,less than 5,1,NA,0,114141,Economic,NA,NA,NA,NA,0,0,0,0,0,122130.87
219,MI,469e5bcb-53e9-4ad0-b2ef-4ed6ae3d6b9b,Morgan Dam,Highbanks Creek,Great Lakes Region,Midwest,42.62092,-85.1779,2,88.352,0.749150504,NA,2014,1870,power,"concrete, masonry",3,1.5,less than 5,1,NA,0,327128,Restoration,NA,NA,NA,NA,0,0,0,0,0,346561.3465
220,MI,6f73f43a-5059-40f6-8333-5b395dfb5675,Watervliet Spillway Dam,Paw Paw River,Great Lakes Region,Midwest,42.19261,-86.2574,4,976.617,10.17478115,26.3,2011,NA,other,concrete,3,1.77,less than 5,2,PPR001,0,677271,Restoration,NA,NA,RiverHabFeature,"ReshapeTopography,EcologicalMonitoring",3,0,1,2,3,717504.9208
221,MI,f9c8648c-265b-492e-a083-bbb697d8c531,Tannery Creek Dam,Tannery Creek,Great Lakes Region,Midwest,45.3872,-84.91465,NA,96.786,0.773814478,NA,2004,NA,unknown,unknown,,4,less than 5,1,NA,0,57540,Restoration,NA,NA,NA,NA,0,0,0,0,0,60958.21782
222,MI,43ccf9e8-5016-4eef-b1a1-1418223bba22,Plainwell Dam #1,Kalamazoo River,Great Lakes Region,Midwest,42.4559,-85.6678,5,3280.361,29.32373745,51.3,2007,1902,power,"concrete, earth",2,6.4,between 5 and 10,1,NA,0,13848878,"Safety,Other",Sed removal,1,CofferDam,NA,3,2,1,0,3,14671583.62
223,MI,eb0e0f4c-99bf-46a3-914a-e2a6a8be94e6,Air Force Dam,Silver Lead Creek,Great Lakes Region,Midwest,46.342984,-87.364109,3,97.863,0.864371755,5.8,1998,NA,unknown,earth,1,21.3,greater than 10,1,NA,0,20382,Restoration,NA,NA,NA,NA,0,0,0,0,0,21592.81188
224,MI,0c1f0d41-cb17-49cd-bb48-f4c4b958128c,Grayling Dam,Ausable River,Great Lakes Region,Midwest,44.65968,-84.7128,3,250.654,2.430803097,13.7,2005,1933,power,sheet piling,1,2.7,less than 5,1,NA,0,502935,Restoration,"ErosionControl,ReservoirStab",NA,NA,"Fish.Passage,Other",4,2,0,2,4,532812.3267
225,MI,d943bdeb-099a-4223-b8e1-1fd58a8366b0,Dimondale Dam,Grand River,Great Lakes Region,Midwest,42.64665,-84.6517,5,1972.13,14.72039965,60.7,2006,1880,"power, recreation and resource management",earth,1,1.5,less than 5,1,NA,0,640661,Restoration,NA,NA,NA,Fish.Passage,1,0,0,1,1,678720.0693
226,MI,2711057f-d4fb-4652-8e5d-e5a258a64264,Maple Hill Dam,Butternut Creek ,Great Lakes Region,Midwest,NA,NA,NA,NA,NA,NA,2009,NA,water supply,concrete,3,1.1,less than 5,2,bctr001,1,191493,Restoration,NA,NA,NA,NA,0,0,0,0,0,202868.8218
227,MI,8df2d51d-163b-4388-a9e6-6742f92c0cea,Sturgeon River Dam,Sturgeon River,Great Lakes Region,Midwest,45.78988,-87.7832,4,808.506,6.127340938,77.5,2005,NA,power,concrete,3,13.7,greater than 10,1,NA,0,3094987,Restoration,ReservoirStab,NA,NA,NA,1,1,0,0,1,3278847.614
228,MI,4db4d983-16a7-46ea-bed3-86e919a94c4d,Haley Dam,Lake Hudson,Great Lakes Region,Midwest,41.839704,-84.243564,3,31.029,0.247942312,NA,2003,NA,Recreation,Earth,1,NA,less than 5,1,NA,0,79977,"Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,84728.10891
229,MI,dbf5dbe7-fde5-4fda-8384-d478694962d7,Heil Road Dam,Black Creek,Great Lakes Region,Midwest,43.9714725,-84.32364,2,34.078,0.219710416,NA,2018,1970,recreation and resource management,earth,1,7,between 5 and 10,1,NA,0,68412,Safety,NA,NA,NA,NA,0,0,0,0,0,72476.07921
230,MI,3d8f65c3-493b-4542-8755-2d33a6259ce6,Unnamed Dam,Green River,Great Lakes Region,Midwest,NA,NA,NA,NA,NA,NA,2007,NA,water supply,unknown,,2.4,less than 5,1,NA,0,276978,Restoration,NA,NA,"WaterSupply,Other",ReshapeTopography,3,0,2,1,3,293432.1386
231,MI,f0d645fa-ca2e-41d8-912a-6d611a26433a,City Of Williamston Dam,Red Cedar River,Great Lakes Region,Midwest,42.690931,-84.283665,4,612.791,4.105942815,NA,1998,NA,unknown,unknown,,2.7,less than 5,1,NA,0,1630582,Restoration,NA,NA,NA,NA,0,0,0,0,0,1727448.257
232,MI,d4ffb0b9-ba2d-4339-ac4a-0b528c749ad7,Hersey Dam,Hersey River,Great Lakes Region,Midwest,43.8521,-85.4449,3,301.193,2.757381293,NA,2007,1930,recreation and resource management,unknown,,3.4,less than 5,1,NA,0,380290,Restoration,NA,NA,NA,NA,0,0,0,0,0,402881.4851
233,MI,6fbb925a-f8f3-4eb8-8c53-51353e7ee742,Mill Pond Dam,Chippewa River,Great Lakes Region,Midwest,43.60093,-84.7848,4,1028.609,8.226921876,33.5,2002,NA,power,concrete,3,4.6,less than 5,1,NA,0,1314270,"Safety,Restoration",NA,NA,RiverHabFeature,NA,1,0,1,0,1,1392345.446
234,MI,cf8a77be-f740-423e-ba9a-d169712d867c,Smyrna Dam,Flat River,Great Lakes Region,Midwest,43.061,-85.2508,5,1287.985,10.81009793,NA,1973,1908,power,unknown,,7,between 5 and 10,1,NA,0,248912,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,263698.8515
235,MI,07ec07c5-79dd-43d5-afb2-3470f10fd7a9,Maple River Dam,Maple River,Great Lakes Region,Midwest,45.53,-84.7733333,3,162.892,1.392679169,19.5,2018,1966,power,earth,1,6.1,between 5 and 10,1,NA,0,2420727,Restoration,NA,NA,NA,NA,0,0,0,0,0,2564532.564
236,MI,875f07ca-9ae2-4b21-90b5-0804d6868b3c,Trout Brook Pond Dam,Trout Brook,Great Lakes Region,Midwest,46.19393,-84.78087,1,1.875,0.017613079,62.3,2018,1958,recreation and resource management,earth,1,2.7,less than 5,1,NA,0,13752,Restoration,NA,NA,NA,NA,0,0,0,0,0,14568.9505
237,MI,b2b199e3-1ad2-4acd-a443-72789249348f,Shiawassee Town Dam,Shiawassee River,Great Lakes Region,Midwest,42.92954,-84.072239,5,1067.704,6.646133892,38.5,2019,1904,power,concrete,3,5.8,between 5 and 10,1,NA,0,189709,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,200978.8416
238,MI,eea8b81c-cad7-455b-9024-d0bac3fe7cac,Corunna Dam,Shiawassee River,Great Lakes Region,Midwest,42.985725,-84.117927,5,1331.834,8.191554134,54.3,2019,1843,power,"concrete, wood",2,3,less than 5,1,NA,0,379117,Restoration,NA,NA,"RiverHabFeature,Bridges",Other,3,0,2,1,3,401638.802
239,MI,e847463f-7ef9-4336-babe-092f5c455adc,Boardman Dam,Boardman River,Great Lakes Region,Midwest,44.698261,-85.620644,4,691.881,5.624801854,21.3,2017,1884,power,"concrete, earth, sheet piling",2,18,greater than 10,1,NA,0,8786517,Restoration,"ErosionControl,Sed removal",1,"CofferDam,BankProtection",Revegetation,6,3,2,1,6,9308488.307
240,MI,73c4cf44-216b-4d49-b7e7-9bbe166bac28,Manton Millpond Dam,Manton Creek,Great Lakes Region,Midwest,44.42084,-85.4078,3,113.21,1.011137973,8,2012,NA,unknown,unknown,,NA,less than 5,1,NA,0,249549,Restoration,NA,NA,NA,NA,0,0,0,0,0,264373.6931
241,MI,ba65db48-22d6-4ec2-88c6-69804d7c58ee,Dog Lake Dam,Mcmasters Creek,Great Lakes Region,Midwest,45.269314,-84.397224,1,7.12,0.057143397,108.7,2017,1957,recreation and resource management,earth,1,2,less than 5,1,NA,0,27458,Safety,NA,NA,NA,NA,0,0,0,0,0,29089.16832
242,MI,8a05bf91-b1c8-45f7-9a5d-02ad4f8c9d84,Stronach Dam,Pine River,Great Lakes Region,Midwest,44.2131,-85.8963,4,695.812,6.335696298,NA,2003,1912,power,concrete,3,3.7,less than 5,1,NA,0,1332955,Restoration,NA,NA,NA,NA,0,0,0,0,0,1412140.446
243,MI,0dc50e54-4a2e-47ee-821d-4ec19cca94af,Niles Dam,Dowagiac River,Great Lakes Region,Midwest,41.865,-86.2416666,4,721.719,7.554623294,30,2020,1928,power,"concrete, earth",2,11.6,greater than 10,1,NA,0,12230000,"Safety,Restoration","ChannelExcavation,Sed removal",NA,"CofferDam,RiverHabFeature,Bridges,Other","Revegetation,Public.Interpr.Facility",8,2,4,2,8,12956534.65
244,MI,e6a66114-fd3e-4fa7-ad4b-7f66f2f5d3db,Copemish Dam,First Creek,Great Lakes Region,Midwest,44.47762,-85.9298,1,25.928,0.250462512,NA,2003,1950,recreation and resource management,earth,1,2.4,less than 5,1,NA,0,88864,Restoration,NA,NA,NA,NA,0,0,0,0,0,94143.0495
245,MI,896257b0-62e6-48ac-aae9-bee5b3584fe8,Potagannissing Dam,Potagannissing River,Great Lakes Region,Midwest,46.04092,-83.6551,NA,NA,NA,NA,2006,NA,unknown,unknown,,1.8,less than 5,1,NA,0,52133,Restoration,NA,NA,NA,Fish.Passage,1,0,0,1,1,55230.0099
246,MI,3d0d6d68-1f8a-4216-a746-a602b55830e2,Aquatic Center Pond Dam,Red Run,Great Lakes Region,Midwest,42.567178,-83.154393,1,5.2,0.031544968,20.5,2013,NA,unknown,unknown,,NA,less than 5,1,NA,0,1148514,Restoration,NA,NA,NA,Revegetation,1,0,0,1,1,1216742.554
247,MI,69a72c98-6908-4391-8d3a-ab90eba88f29,Gingery Dam,Middle Branch Cedar River,Great Lakes Region,Midwest,44.085942,-84.610244,1,35.798,0.268755195,15,2019,NA,other,"concrete, earth",2,1.2,less than 5,1,NA,0,25258,Restoration,NA,NA,NA,NA,0,0,0,0,0,26758.47525
248,MI,f489cde1-37bc-4187-812b-d025cf521f1a,Danvers Pond Dam,Pebble Creek,Great Lakes Region,Midwest,42.500902,-83.324986,2,14.711,0.090104207,13,2012,NA,unknown,concrete,3,NA,less than 5,1,NA,0,640147,Restoration,NA,NA,NA,NA,0,0,0,0,0,678175.5347
249,MI,c23f1a92-b1ab-49b4-acf6-28186cb45328,Dair Mill Dam,Dair Creek,Great Lakes Region,Midwest,NA,NA,NA,NA,NA,NA,2007,NA,power,concrete,3,1.5,less than 5,1,NA,0,591545,Restoration,NA,NA,NA,NA,0,0,0,0,0,626686.2871
250,MI,fefa7e09-6fe8-4898-83aa-0d622dbaea5e,Alcott Dam ,Portage Creek,Great Lakes Region,Midwest,42.270247,-85.578085,2,133.87,1.236426807,10.5,2018,NA,water supply,concrete,3,3.7,less than 5,1,NA,0,5367699,Restoration,NA,1,NA,NA,1,1,0,0,1,5686572.208
251,MI,e4975c70-5368-4d9a-87a8-d92327cfb46f,Wayne Road Dam,Lower Branch Rouge River,Great Lakes Region,Midwest,42.285144,-83.383259,4,199.998,1.358444101,20,2013,NA,unknown,unknown,,1.4,less than 5,1,NA,0,1268088,Restoration,NA,NA,"RiverHabFeature,BankProtection",NA,2,0,2,0,2,1343419.96
252,MI,b2d33234-3fde-4ee8-a45d-1b99c5bf8013,Newago Dam,Muskegon River,Great Lakes Region,Midwest,NA,NA,NA,NA,NA,NA,1969,NA,power,unknown,,5.5,between 5 and 10,1,NA,0,11337546,Restoration,NA,NA,NA,NA,0,0,0,0,0,12011063.58
253,MI,48cc154c-4067-493f-bd61-6bac0c81ee9c,Randall Dam,Coldwater River,Great Lakes Region,Midwest,42.0625,-85.1276,4,773.895,7.03888856,NA,2002,1912,"power, water supply",unknown,,3.7,less than 5,1,NA,0,142182,Safety,NA,NA,NA,NA,0,0,0,0,0,150628.4554
254,MI,c36229cc-3d55-4903-b477-37b4b04b404a,Vassar Dam,Cass River,Great Lakes Region,Midwest,43.36942,-83.5825,5,1844.797,12.04879008,34,2013,1850,power,concrete,3,NA,less than 5,1,NA,0,108205,Safety,NA,NA,NA,NA,0,0,0,0,0,114633.0198
255,MI,c52afb38-8279-4dcf-ba1c-32a273371790,River Raisin Dam #2,River Raisin,Great Lakes Region,Midwest,41.913835,-83.384799,6,2735.292,21.12385816,93,2012,NA,unknown,unknown,,NA,less than 5,2,RR001,0,1844491,Restoration,NA,NA,NA,NA,0,0,0,0,0,1954064.723
256,MI,24d85cca-0583-42ac-86a6-4ee1ae355b27,Buhl Dam,South Branch Pine River,Great Lakes Region,Midwest,44.576442,-83.502723,3,119.663,0.70302236,NA,2017,NA,recreation and resource management,unknown,,6.1,between 5 and 10,1,NA,0,109831,Restoration,NA,NA,Bridges,NA,1,0,1,0,1,116355.6139
257,MI,e5067eef-236a-4e97-a823-e32893e44653,Salling Dam,Au Sable River,Great Lakes Region,Midwest,44.6637,-84.7415,2,226.512,2.212876643,NA,1991,1914,"power, recreation and resource management",earth,1,5.2,between 5 and 10,1,NA,0,315062,Safety,"ErosionControl,ReservoirStab",NA,CofferDam,NA,3,2,1,0,3,333778.5545
258,MI,e24613a5-f5f4-4450-900c-1d35cd8036be,Paint Creek Dam,Paint Creek,Great Lakes Region,Midwest,NA,NA,5,2081.5776,46.39565302,NA,2011,NA,power,concrete,3,1.5,less than 5,1,NA,0,864689,Restoration,NA,NA,RiverHabFeature,NA,1,0,1,0,1,916056.6634
259,MI,1d891ecd-925e-442d-bdf7-306841a29177,Brown Bridge Dam,Boardman River,Great Lakes Region,Midwest,44.64346,-85.5095,4,391.227,3.215689462,11.5,2012,1921,power,earth,1,14,greater than 10,1,NA,0,5304419,"Safety,Restoration","ReservoirStab,Sed removal",1,"CofferDam,RiverHabFeature,BankProtection","Revegetation,EcologicalMonitoring,StrucRemovalSafety,Access.Roads",10,3,3,4,10,5619533
260,MI,286103f2-ce23-472a-ab20-b5ca12d7652e,Ceresco Dam,Kalamazoo River,Great Lakes Region,Midwest,42.26974,-85.0609,4,1156.865,10.37863413,72.7,2014,1906,power,concrete,3,7,between 5 and 10,1,NA,0,20609078,Restoration,NA,NA,NA,NA,0,0,0,0,0,21833379.66
261,MI,d0ada689-1ed9-4bc0-bad4-9a48bac43d9a,L'Anse Dam,Falls River,Great Lakes Region,Midwest,46.7346,-88.443,3,118.256,1.365806481,NA,1998,NA,unknown,unknown,,NA,unknown,1,NA,0,264970,Restoration,NA,NA,NA,NA,0,0,0,0,0,280710.7921
262,MI,8ee5de8d-52fd-4311-bcd2-6ee75ab3539c,Watervliet Diversion Dam,Paw Paw River,Great Lakes Region,Midwest,42.19388,-86.2522,4,976.617,10.17478115,26.5,2011,NA,other,concrete,3,1.07,less than 5,2,PPR001,1,677271,Restoration,NA,NA,RiverHabFeature,"ReshapeTopography,EcologicalMonitoring",3,0,1,2,3,717504.9208
263,MI,2ca39ba3-ab87-4ca6-9a24-1a68680156ce,Rice Creek Dam,Rice Creek,Great Lakes Region,Midwest,42.267646,-84.953805,3,249.883,2.18586237,11.5,2009,NA,power,earth,1,3.7,less than 5,1,NA,0,264245,Restoration,NA,NA,NA,NA,0,0,0,0,0,279942.7228
264,MI,f4a5a325-12fc-4f9d-8e35-03fa232c4251,Elm Street Dam,Battle Creek River,Great Lakes Region,Midwest,42.31884,-85.1712,4,725.887,6.106613006,31.5,2004,NA,water supply,sheet piling,1,1.1,less than 5,1,NA,0,204679,Restoration,NA,NA,NA,NA,0,0,0,0,0,216838.1485
265,MI,5adc4cda-067d-4564-820b-5d4032126c53,Nashville Dam,Thornapple River,Great Lakes Region,Midwest,42.6073,-85.0947,4,589.073,4.706996209,NA,2009,1874,power,"concrete, masonry",3,4,less than 5,2,bctr001,0,696338,Restoration,NA,NA,NA,NA,0,0,0,0,0,737704.6139
266,MI,6afefdbc-5ac4-4c1e-b688-35fdfce19d78,Chesaning Dam,Shiawassee River,Great Lakes Region,Midwest,43.185,-84.1129,5,1587.31,9.72292922,54.5,2009,1863,unknown,"concrete, wood",2,2.7,less than 5,1,NA,0,1563132,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,1655991.327
267,MI,e07a9298-f7da-436c-bf39-d51a1fd8c7a1,Wheeler Creek Dam,Wheeler Creek,Great Lakes Region,Midwest,44.438828,-85.697932,2,27.753,0.244742509,NA,2009,NA,power,concrete,3,6.1,between 5 and 10,1,NA,0,397296,Restoration,NA,NA,NA,NA,0,0,0,0,0,420897.7426
268,MI,46f8c7f5-2000-4bcf-afc6-6ec574eadc48,Big Rapids Dam,Muskegon River,Great Lakes Region,Midwest,43.71575,-85.4883,5,4504.384,36.110153,NA,2000,NA,power,concrete,3,1.5,less than 5,1,NA,0,2328536,Safety,Sed removal,0,NA,NA,2,1,0,0,1,2466864.871
